ocrSubjNumR,tocNum,ocrRepNo,id_repno_all,id_hd,tocName,keywordsall
3.8.5,3.8.5,NACA-TN-3337,NACA-TN-3337,metadc57494,Lubricants,lubrication studies aircraft bearings metallic properties
3.9,3.9,NACA-TN-3655,NACA-TN-3655,metadc56544,Heat Transfer,heat exchangers surface heat transfer
3.9,3.9,NACA-RM-52D03,NACA-RM-52D03,metadc59544,Heat Transfer,nitric acid heat transfer frictional pressure
3.9,3.9,NACA-TN-3713,NACA-TN-3713,metadc56002,Heat Transfer,heat-exchanger configurations aircraft performance
3.9,3.9,NACA-RM-E54H20,NACA-RM-E54H20,metadc62648,Heat Transfer,aircraft design turbine blades
3.9,3.9,NACA-RM-E54C05,NACA-RM-E54C05,metadc60308,Heat Transfer,flame quenching channel geometry
3.9,3.9,NACA-RM-E8A29a,NACA-RM-E8A29a,metadc57642,Heat Transfer,rockets rocket cooling
3.9,3.9,NACA-TN-2401,NACA-TN-2401,metadc55656,Heat Transfer,temperature variation heat exchangers
3.9,3.9,NACA-TN-2427,NACA-TN-2427,metadc61829,Heat Transfer,aircraft heaters thermocouples thermocouple errors
3.9,3.9,NACA-TN-2524,NACA-TN-2524,metadc55931,Heat Transfer,hydrodynamics anti-icing systems aircraft heating
3.9,3.9,NACA-TN-3513,NACA-TN-3513,metadc57616,Heat Transfer,heat transfer laminar boundary layers
3.9,3.9,NACA-TN-2799,NACA-TN-2799,metadc53530,Heat Transfer,ice prevention heat transfer characteristics
3.9,3.9,NACA-TN-2799,NACA-TN-2799,metadc56385,Heat Transfer,ice prevention heat transfer
3.9,3.9,NACA-TN-3406,NACA-TN-3406,metadc57446,Heat Transfer,anenometers aircraft compressors
3.9,3.9,NACA-TN-3326,NACA-TN-3326,metadc57415,Heat Transfer,heat transfer characteristics laminar boundary layers
3.9,3.9,NACA-TN-3336,NACA-TN-3336,metadc57490,Heat Transfer,liquid-metal heat-transfer characteristics heat transfer characteristics thermodynamics
3.9,3.9,NACA-TN-3325,NACA-TN-3325,metadc57411,Heat Transfer,Stewartson's transformation differential equations
3.9,3.9,NACA-RM-E51E04,NACA-RM-E51E04,metadc58863,Heat Transfer,aircraft cooling engine cooling
3.9,3.9,NACA-RM-E53H24,NACA-RM-E53H24,metadc59673,Heat Transfer,afterburners experiments
3.9,3.9,NACA-RM-E54K10,NACA-RM-E54K10,metadc60808,Heat Transfer,thermodynamics boiling burn-out
3.9,3.9,NACA-TN-3146,NACA-TN-3146,metadc56999,Heat Transfer,heat transfer characteristics temperature distributions
3.9,3.9,NACA-RM-E53A19,NACA-RM-E53A19,metadc59578,Heat Transfer,turbine blades blade coatings
3.9,3.9,NACA-TN-3279,NACA-TN-3279,metadc57128,Heat Transfer,phosphate coatings metallic properties flame effects
3.9,3.9,NACA-TN-3891,NACA-TN-3891,metadc56434,Heat Transfer,heat exchangers aircraft cooling
3.9,3.9,NACA-TN-4025,NACA-TN-4025,metadc57391,Heat Transfer,aircraft compressors thermodynamics
3.9,3.9,NACA-TN-2914,NACA-TN-2914,metadc53519,Heat Transfer,fluid mechanics heat transfer
3.9,3.9,NACA-RM-E52L09,NACA-RM-E52L09,metadc59472,Heat Transfer,sodium hydroxide heat transfer characteristics
3.9,3.9,NACA-TN-2863,NACA-TN-2863,metadc56649,Heat Transfer,laminar natural-convection flow heat transfer characteristics
3.9,3.9,NACA-TN-2783,NACA-TN-2783,metadc56289,Heat Transfer,porous media gas-metering devices flow characteristics
3.9,3.9,NACA-TN-3141,NACA-TN-3141,metadc56936,Heat Transfer,flow characteristics heat transfer characteristics
3.9,3.9,NACA-TN-3336,NACA-TN-3336,metadc57490,Heat Transfer,liquid-metal heat-transfer characteristics heat transfer characteristics thermodynamics
3.9,3.9,NACA-RM-E52J29,NACA-RM-E52J29,metadc59434,Heat Transfer,cooling systems turbojet engines missiles
3.9,3.9,NACA-TN-4311,NACA-TN-4311,metadc57065,Heat Transfer,Prandtl numbers heat transfer characteristics
3.9,3.9,NACA-TN-4209,NACA-TN-4209,metadc57067,Heat Transfer,thermal conductivity thermodynamics
3.9,3.9,NACA-RM-E52K26,NACA-RM-E52K26,metadc59478,Heat Transfer,afterburners turbojet engines
3.9,3.9,NACA-RM-E52J30,NACA-RM-E52J30,metadc59436,Heat Transfer,aircraft cooling missiles missile cooling
3.9,3.9,NACA-TN-3143,NACA-TN-3143,metadc53471,Heat Transfer,inorganic and physical chemistry thermodynamics ice properties
3.9,3.9,NACA-TN-4105,NACA-TN-4105,metadc56575,Heat Transfer,thermodynamics wall temperatures
3.9,3.9,NACA-RM-E53D08,NACA-RM-E53D08,metadc59787,Heat Transfer,aircraft afterburners transpiration cooling
3.9,3.9,NACA-TN-4323,NACA-TN-4323,metadc57151,Heat Transfer,Frode number convection flows
3.9,3.9,NACA-TN-3045,NACA-TN-3045,metadc53531,Heat Transfer,heat transfer turbulence
3.9,3.9,NACA-RM-E53K30,NACA-RM-E53K30,metadc65049,Heat Transfer,flame quenching ignition energy
3.9,3.9,NACA-TN-2988,NACA-TN-2988,metadc56789,Heat Transfer,thermal stresses formulas thermodynamics
3.9,3.9,NACA-TN-2970,NACA-TN-2970,metadc56640,Heat Transfer,concentrated nitric acid thermal properties
3.9,3.9,NACA-RM-E51G10,NACA-RM-E51G10,metadc58991,Heat Transfer,turbine blades recovery factors
3.9,3.9,NACA-RM-E50L07,NACA-RM-E50L07,metadc64991,Heat Transfer,thermal conductivity metallic properties
3.9,3.9,NACA-RM-E8H12,NACA-RM-E8H12,metadc64576,Heat Transfer,heat transfer coefficients turbine blades
3.9,3.9,NACA-RM-E8D12,NACA-RM-E8D12,metadc57679,Heat Transfer,aircraft turbines liquid cooling
3.9,3.9,NACA-RM-E54E25,NACA-RM-E54E25,metadc53298,Heat Transfer,cooling characteristics aircraft afterburners wire cloth
3.9,3.9,NACA-RM-E54E25,NACA-RM-E54E25,metadc62507,Heat Transfer,aircraft afterburners pressure characteristics
3.9,3.9,NACA-RM-E53E04,NACA-RM-E53E04,metadc59586,Heat Transfer,thermodynamics heat transfer coefficients
3.9.1,3.9.1,NACA-RM-E53J07,NACA-RM-E53J07,metadc59953,Theory and Experiment,heat transfer coefficients friction coefficients
3.9.1,3.9.1,NACA-TN-3060,NACA-TN-3060,metadc56861,Theory and Experiment,turbine blades aircraft design
3.9.1,3.9.1,NACA-TN-3016,NACA-TN-3016,metadc56839,Theory and Experiment,Nusselt numbers turbulent flow
3.9.1,3.9.1,NACA-TN-4347,NACA-TN-4347,metadc57216,Theory and Experiment,linearized attenuation theory aerodynamics
3.9.1,3.9.1,NACA-TN-2974,NACA-TN-2974,metadc56667,Theory and Experiment,heat transfer flow characteristics
3.9.1,3.9.1,NACA-RM-E52F05,NACA-RM-E52F05,metadc59228,Theory and Experiment,heat transfer Peclet numbers
3.9.1,3.9.1,NACA-RM-E52F23,NACA-RM-E52F23,metadc59303,Theory and Experiment,radiant heat transfer turbojet combustors
3.9.1,3.9.1,NACA-RM-E52F23,NACA-RM-E52F23,metadc53295,Theory and Experiment,radiant heat transfer turbojet combustors
3.9.1,3.9.1,NACA-TN-2636,NACA-TN-2636,metadc56378,Theory and Experiment,oil viscosity oil flow aircraft lubrication
3.9.1,3.9.1,NACA-TN-2635,NACA-TN-2635,metadc56373,Theory and Experiment,heat transfer Reynolds Numbers
3.9.1,3.9.1,NACA-TN-2629,NACA-TN-2629,metadc56328,Theory and Experiment,electrically heated tubes heat transfer characteristics friction coefficients
3.9.1,3.9.1,NACA-RM-E53F02,NACA-RM-E53F02,metadc53533,Theory and Experiment,fluid mechanics and heat transfer heat transfer coefficients
3.9.1,3.9.1,NACA-TN-2733,NACA-TN-2733,metadc56268,Theory and Experiment,heat transfer aircraft cylinders aerodynamics
3.9.1,3.9.1,NACA-TN-3331,NACA-TN-3331,metadc57449,Theory and Experiment,boundary layers heat transfer
3.9.1,3.9.1,NACA-TN-3336,NACA-TN-3336,metadc57490,Theory and Experiment,liquid-metal heat-transfer characteristics heat transfer characteristics thermodynamics
3.9.1,3.9.1,NACA-TN-3934,NACA-TN-3934,metadc56799,Theory and Experiment,measuring tools thermocouples
3.9.1,3.9.1,NACA-TN-3824,NACA-TN-3824,metadc56043,Theory and Experiment,aircraft interfaces structural joints aircraft construction
3.9.1,3.9.1,NACA-TN-3893,NACA-TN-3893,metadc56438,Theory and Experiment,pneumatic temperature probes thermodynamics
3.9.1,3.9.1,NACA-TN-3885,NACA-TN-3885,metadc56400,Theory and Experiment,heat transfer characteristics nuclear reactors
3.9.1,3.9.1,NACA-TN-3766,NACA-TN-3766,metadc55973,Theory and Experiment,radiation effects thermocouple probes
3.9.1,3.9.1,NACA-TN-3762,NACA-TN-3762,metadc55963,Theory and Experiment,liquid fuel atomization fuel vaporization
3.9.1,3.9.1,NACA-RM-E52A14,NACA-RM-E52A14,metadc59189,Theory and Experiment,gas-turbine engines turbine-blade temperatures exhaust gas temperatures
3.9.1,3.9.1,NACA-RM-E53A19,NACA-RM-E53A19,metadc59578,Theory and Experiment,turbine blades blade coatings
3.9.1,3.9.1,NACA-RM-E54F11,NACA-RM-E54F11,metadc60427,Theory and Experiment,heat transfer characteristics interference effects flat plates
3.9.1,3.9.1,NACA-TN-3265,NACA-TN-3265,metadc57262,Theory and Experiment,aircraft fuel vaporization droplet cameras
3.9.1,3.9.1,NACA-TN-3328,NACA-TN-3328,metadc57433,Theory and Experiment,thermodynamics fluid convection
3.9.1,3.9.1,NACA-TN-3341,NACA-TN-3341,metadc57514,Theory and Experiment,aircraft cooling transpiration cooling boundary layer characteristics
3.9.1,3.9.1,NACA-RM-E54L10,NACA-RM-E54L10,metadc61080,Theory and Experiment,thermal conductivities uranium oxides
3.9.1,3.9.1,NACA-TN-3336,NACA-TN-3336,metadc57490,Theory and Experiment,liquid-metal heat-transfer characteristics heat transfer characteristics thermodynamics
3.9.1,3.9.1,NACA-TN-3375,NACA-TN-3375,metadc56233,Theory and Experiment,shock tubes flow testing
3.9.1,3.9.1,NACA-TN-3760,NACA-TN-3760,metadc56335,Theory and Experiment,aerodynamics heat
3.9.1,3.9.1,NACA-TN-2599,NACA-TN-2599,metadc56247,Theory and Experiment,thermocouples aerodynamics Nusselt numbers
3.9.1,3.9.1,NACA-RM-E51G02,NACA-RM-E51G02,metadc58941,Theory and Experiment,heat transfer characteristics lead-bismuth eutectic
3.9.1,3.9.1,NACA-TN-2517,NACA-TN-2517,metadc55899,Theory and Experiment,thermodynamics aerodynamics aircraft stability
3.9.1,3.9.1,NACA-TN-4308,NACA-TN-4308,metadc57008,Theory and Experiment,thermodynamics aerodynamic heating
3.9.1,3.9.1,NACA-TN-3507,NACA-TN-3507,metadc57554,Theory and Experiment,interferometers gas-density fields
3.9.1,3.9.1,NACA-RM-E52D17,NACA-RM-E52D17,metadc53309,Theory and Experiment,heat transfer characteristics pressure characteristics
3.9.1,3.9.1,NACA-RM-E52C05,NACA-RM-E52C05,metadc59164,Theory and Experiment,thermal conductivities powder characteristics
3.9.1,3.9.1,NACA-TN-3508,NACA-TN-3508,metadc57573,Theory and Experiment,vertical plates wall temperatures heat transfer characteristics
3.9.1,3.9.1,NACA-TN-3514,NACA-TN-3514,metadc57621,Theory and Experiment,laminated cylinders thermocouples hot-wire anemometers
3.9.1,3.9.1,NACA-TN-3563,NACA-TN-3563,metadc57772,Theory and Experiment,hot-wire anemometry heat loss
3.9.1,3.9.1,NACA-TN-3588,NACA-TN-3588,metadc57920,Theory and Experiment,wedge-type flow laminar boundary layer equations
3.9.1,3.9.1,NACA-TN-2850,NACA-TN-2850,metadc56517,Theory and Experiment,aircraft fuel vaporization
3.9.1,3.9.1,NACA-TN-4306,NACA-TN-4306,metadc56978,Theory and Experiment,thermodynamics thermal stress distributions
3.9.1,3.9.1,NACA-RM-E52L09,NACA-RM-E52L09,metadc59472,Theory and Experiment,sodium hydroxide heat transfer characteristics
3.9.1,3.9.1,NACA-RM-E53B17,NACA-RM-E53B17,metadc53292,Theory and Experiment,heat transfer temperature distributions
3.9.1,3.9.1,NACA-RM-E53B17,NACA-RM-E53B17,metadc59579,Theory and Experiment,Nusselt numbers temperatures
3.9.1,3.9.1,NACA-TN-4384,NACA-TN-4384,metadc57477,Theory and Experiment,temperature distributions turbulent flow
3.9.1,3.9.1,NACA-TN-4383,NACA-TN-4383,metadc57470,Theory and Experiment,measuring tools pyrometers aircraft cooling
3.9.1,3.9.1,NACA-TN-4382,NACA-TN-4382,metadc57538,Theory and Experiment,boiling burnout flow stability
3.9.1,3.9.1,NACA-RM-E51F22,NACA-RM-E51F22,metadc58922,Theory and Experiment,boundary layers heat transfer coefficients
3.9.1,3.9.1,NACA-RM-E50D25,NACA-RM-E50D25,metadc58583,Theory and Experiment,boundary layers gas turbines
3.9.1,3.9.1,NACA-RM-E50A05,NACA-RM-E50A05,metadc58399,Theory and Experiment,air-cooled turbines heat transfer characteristics
3.9.1,3.9.1,NACA-TN-4319,NACA-TN-4319,metadc57117,Theory and Experiment,channel flows compressibility effects
3.9.1,3.9.1,NACA-TN-2867,NACA-TN-2867,metadc56703,Theory and Experiment,heat transfer coefficients skin-friction factors
3.9.1,3.9.1,NACA-TN-4288,NACA-TN-4288,metadc57130,Theory and Experiment,turbulence fluctuations temperature fluctuations turbulent flow
3.9.1,3.9.1,NACA-TN-2800,NACA-TN-2800,metadc56390,Theory and Experiment,pressure distributions laminar boundary layers
3.9.1,3.9.1,NACA-TN-3451,NACA-TN-3451,metadc57459,Theory and Experiment,heat transfer temperature distributions
3.9.1,3.9.1,NACA-TN-2479,NACA-TN-2479,metadc55831,Theory and Experiment,laminar boundary layers equations
3.9.1,3.9.1,NACA-TN-2436,NACA-TN-2436,metadc54134,Theory and Experiment,two-dimensional flow heat addition
3.9.1,3.9.1,NACA-TN-2426,NACA-TN-2426,metadc55687,Theory and Experiment,hydrodynamics thermodynamics aircraft testing
3.9.1,3.9.1,NACA-TN-2410,NACA-TN-2410,metadc61820,Theory and Experiment,heat transfer temperature distributions
3.9.1,3.9.1,NACA-TN-2368,NACA-TN-2368,metadc59849,Theory and Experiment,vaporization aircraft fuel
3.9.1,3.9.1,NACA-RM-E52G01,NACA-RM-E52G01,metadc59331,Theory and Experiment,gas turbines turbine blades
3.9.1,3.9.1,NACA-RM-E53G16,NACA-RM-E53G16,metadc59679,Theory and Experiment,permeability variations turbine blades
3.9.1,3.9.1,NACA-RM-E53L18,NACA-RM-E53L18,metadc59947,Theory and Experiment,Inconel X Flinak heat transfer characteristics
3.9.1,3.9.1,NACA-RM-E54I03,NACA-RM-E54I03,metadc53437,Theory and Experiment,airfoils sweptback wings ice prevention
3.9.1,3.9.1,NACA-RM-A55I19,NACA-RM-A55I19,metadc61691,Theory and Experiment,flat plates heat transfer rates
3.9.1,3.9.1,NACA-RM-A55L13,NACA-RM-A55L13,metadc62139,Theory and Experiment,turbulent boundary layers surface injection thermodynamics
3.9.1,3.9.1,NACA-RM-E57C15,NACA-RM-E57C15,metadc63314,Theory and Experiment,cast-cored blades aircraft blades fabrication techniques
3.9.1,3.9.1,NACA-TN-4018,NACA-TN-4018,metadc57325,Theory and Experiment,free-stream turbulence flow characteristics
3.9.1,3.9.1,NACA-TN-4091,NACA-TN-4091,metadc56507,Theory and Experiment,coolant injections aircraft cooling
3.9.1,3.9.1,NACA-TN-4149,NACA-TN-4149,metadc56733,Theory and Experiment,boundary layers gas injections
3.9.1,3.9.1,NACA-TN-4206,NACA-TN-4206,metadc57049,Theory and Experiment,aircraft metals aerodynamic heating
3.9.1,3.9.1,NACA-RM-E51J30,NACA-RM-E51J30,metadc53516,Theory and Experiment,ice prevention aircraft heating
3.9.1,3.9.1,NACA-TN-4262,NACA-TN-4262,metadc57461,Theory and Experiment,Mach numbers turbulent flow
3.9.1,3.9.1,NACA-TN-4186,NACA-TN-4186,metadc57153,Theory and Experiment,heat transfer characteristics isotropic turbulence
3.9.1,3.9.1,NACA-TN-4273,NACA-TN-4273,metadc56957,Theory and Experiment,flow characteristics heat transfer characteristics
3.9.1,3.9.1,NACA-TN-3408,NACA-TN-3408,metadc57478,Theory and Experiment,coolant flow aircraft cooling
3.9.1,3.9.1,NACA-RM-E51I18,NACA-RM-E51I18,metadc59027,Theory and Experiment,forced-convection heat transfer heat transfer characteristics
3.9.1,3.9.1,NACA-RM-E52F24,NACA-RM-E52F24,metadc59307,Theory and Experiment,turbine blades cooling effectiveness corrugated sheets
3.9.1.1,3.9.1.1,NACA-RM-E50F09,NACA-RM-E50F09,metadc53291,Cascades,heat transfer turbine blades
3.9.1.1,3.9.1.1,NACA-RM-E50L20,NACA-RM-E50L20,metadc100824,Cascades,Aeronautics -- Research. Airplanes -- Turbojet engines. Airplanes -- Turbojet engines -- Blades.
3.9.1.1,3.9.1.1,NACA-RM-E50F09,NACA-RM-E50F09,metadc58511,Cascades,turbine blades thermodynamics
3.9.1.1,3.9.1.1,NACA-RM-E50F02,NACA-RM-E50F02,metadc58472,Cascades,heat transfer coefficients thermodynamics
3.9.1.1,3.9.1.1,NACA-RM-E50C28,NACA-RM-E50C28,metadc58597,Cascades,turbine blades turbine-blade cooling
3.9.1.1,3.9.1.1,NACA-RM-E50A04,NACA-RM-E50A04,metadc58378,Cascades,gas turbines turbojet engines
3.9.1.1,3.9.1.1,NACA-RM-E9E06,NACA-RM-E9E06,metadc58299,Cascades,blades turbojet engines
3.9.1.1,3.9.1.1,NACA-RM-E52H07,NACA-RM-E52H07,metadc59370,Cascades,turbine blades blade temperatures aircraft design
3.9.1.1,3.9.1.1,NACA-RM-E52D01,NACA-RM-E52D01,metadc59376,Cascades,turbine blades aircraft cooling
3.9.1.1,3.9.1.1,NACA-RM-E51B12,NACA-RM-E51B12,metadc53466,Cascades,icing protection aircraft icing turbojet engines
3.9.2,3.9.2,NACA-TN-2456,NACA-TN-2456,metadc54131,Heat Exchangers,heat exchangers turbojet engines
3.9.2,3.9.2,NACA-TN-2428,NACA-TN-2428,metadc55688,Heat Exchangers,aircraft heaters thermal performance
3.9.2,3.9.2,NACA-TN-2426,NACA-TN-2426,metadc55687,Heat Exchangers,hydrodynamics thermodynamics aircraft testing
3.9.2,3.9.2,NACA-RM-E9L09,NACA-RM-E9L09,metadc58451,Heat Exchangers,wall temperatures combustion chambers
3.9.2,3.9.2,NACA-TN-3713,NACA-TN-3713,metadc56002,Heat Exchangers,heat-exchanger configurations aircraft performance
3.9.2,3.9.2,NACA-TN-3655,NACA-TN-3655,metadc56544,Heat Exchangers,heat exchangers surface heat transfer
3.9.2,3.9.2,NACA-TN-3331,NACA-TN-3331,metadc57449,Heat Exchangers,boundary layers heat transfer
3.9.2,3.9.2,NACA-TN-2401,NACA-TN-2401,metadc55656,Heat Exchangers,temperature variation heat exchangers
3.9.2,3.9.2,NACA-TN-2517,NACA-TN-2517,metadc55899,Heat Exchangers,thermodynamics aerodynamics aircraft stability
3.9.2,3.9.2,NACA-TN-3891,NACA-TN-3891,metadc56434,Heat Exchangers,heat exchangers aircraft cooling
3.9.2,3.9.2,NACA-TN-2866,NACA-TN-2866,metadc56690,Heat Exchangers,icing prevention turbojet engines thermodynamics
3.9.2,3.9.2,NACA-TN-2866,NACA-TN-2866,metadc53441,Heat Exchangers,aircraft design aircraft testing aircraft performance
3.9.2,3.9.2,NACA-RM-E56G13,NACA-RM-E56G13,metadc62580,Heat Exchangers,thermodynamics aircraft cooling
3.9.2,3.9.2,NACA-RM-E54K03,NACA-RM-E54K03,metadc60894,Heat Exchangers,radioactivity Submarine Intermediate Reactor
3.9.2,3.9.2,NACA-RM-E52K26,NACA-RM-E52K26,metadc59478,Heat Exchangers,afterburners turbojet engines
3.9.2,3.9.2,NACA-RM-E52J30,NACA-RM-E52J30,metadc59436,Heat Exchangers,aircraft cooling missiles missile cooling
3.9.2,3.9.2,NACA-RM-E52J29,NACA-RM-E52J29,metadc59434,Heat Exchangers,cooling systems turbojet engines missiles
3.9.2,3.9.2,NACA-TN-3078,NACA-TN-3078,metadc56860,Heat Exchangers,fluid temperatures heat exchangers
3.9.2.3,3.9.2.3,NACA-RM-E56G13,NACA-RM-E56G13,metadc62580,Aftercoolers,thermodynamics aircraft cooling
3.9.2.4,3.9.2.4,NACA-TN-3181,NACA-TN-3181,metadc57148,Regenerators,white fuming nitric acid aircraft fuels aircraft power
3.9.2.4,3.9.2.4,NACA-RM-E9F20,NACA-RM-E9F20,metadc58249,Regenerators,fuel preheaters heating systems
4,4,NACA-RM-L53E06b,NACA-RM-L53E06b,metadc59626,AIRCRAFT LOADS AND CONSTRUCTION,aircraft landing gear wheel spin-up coefficient of friction
4,4,NACA-TN-2991,NACA-TN-2991,metadc56800,AIRCRAFT LOADS AND CONSTRUCTION,airplane crashes testing
4.1,4.1,NACA-TN-3764,NACA-TN-3764,metadc55969,Loads,jet-engine exhaust aircraft noise
4.1,4.1,NACA-TN-3775,NACA-TN-3775,metadc55999,Loads,aircraft crashes injuries
4.1,4.1,NACA-RM-L53E06b,NACA-RM-L53E06b,metadc59626,Loads,aircraft landing gear wheel spin-up coefficient of friction
4.1.1,4.1.1,NACA-RM-L7C25,NACA-RM-L7C25,metadc58055,Aerodynamic,testing wind blasts
4.1.1,4.1.1,NACA-RM-A53F03,NACA-RM-A53F03,metadc59699,Aerodynamic,aircraft elevons aircraft control
4.1.1,4.1.1,NACA-TN-3764,NACA-TN-3764,metadc55969,Aerodynamic,jet-engine exhaust aircraft noise
4.1.1,4.1.1,NACA-RM-E56A16,NACA-RM-E56A16,metadc62681,Aerodynamic,exhaust nozzles jet effects
4.1.1,4.1.1,NACA-RM-L55L20,NACA-RM-L55L20,metadc62205,Aerodynamic,aircraft wings ailerons aerodynamics
4.1.1,4.1.1,NACA-RM-L54I30,NACA-RM-L54I30,metadc60834,Aerodynamic,airfoils aerodynamics aircraft design
4.1.1,4.1.1,NACA-RM-L53I21,NACA-RM-L53I21,metadc59863,Aerodynamic,aircraft flaps aircraft controls pressure coefficients
4.1.1,4.1.1,NACA-RM-L51A23,NACA-RM-L51A23,metadc58872,Aerodynamic,aircraft control wing vortex generators Douglas D-558-I
4.1.1,4.1.1,NACA-RM-L52C27,NACA-RM-L52C27,metadc59351,Aerodynamic,model testing buffet data
4.1.1,4.1.1,NACA-RM-L52G22,NACA-RM-L52G22,metadc59330,Aerodynamic,aerodynamics NACA 64A006 airfoils pressure pulsations
4.1.1,4.1.1,NACA-RM-L53G23,NACA-RM-L53G23,metadc59751,Aerodynamic,airfoils NACA 64A006 drag characteristics
4.1.1,4.1.1,NACA-TN-3306,NACA-TN-3306,metadc57312,Aerodynamic,airfoils pressure characteristics
4.1.1,4.1.1,NACA-RM-L52E26,NACA-RM-L52E26,metadc59341,Aerodynamic,aircraft design aerodynamics interference effects
4.1.1,4.1.1,NACA-RM-E52C10,NACA-RM-E52C10,metadc59183,Aerodynamic,load distributions aerodynamics
4.1.1,4.1.1,NACA-RM-L51I07,NACA-RM-L51I07,metadc58975,Aerodynamic,airfoils aircraft loading
4.1.1,4.1.1,NACA-RM-A50C30,NACA-RM-A50C30,metadc64880,Aerodynamic,X-3 aircraft stability aircraft control
4.1.1,4.1.1,NACA-RM-L52H12,NACA-RM-L52H12,metadc59398,Aerodynamic,aerodynamics buffeting characteristics aircraft design
4.1.1,4.1.1,NACA-RM-L51A30,NACA-RM-L51A30,metadc58911,Aerodynamic,airfoils aerodynamics aircraft buffeting
4.1.1,4.1.1,NACA-RM-L9K09,NACA-RM-L9K09,metadc58351,Aerodynamic,aircraft design aerodynamics jet flow
4.1.1,4.1.1,NACA-RM-L53G17,NACA-RM-L53G17,metadc59691,Aerodynamic,aircraft stability aerodynamics theoretical analysis
4.1.1,4.1.1,NACA-TN-3220,NACA-TN-3220,metadc57436,Aerodynamic,NACA 64A010 airfoil testing
4.1.1,4.1.1,NACA-TN-4346,NACA-TN-4346,metadc57209,Aerodynamic,aerodynamics rolling characteristics
4.1.1,4.1.1,NACA-RM-L9H08,NACA-RM-L9H08,metadc58391,Aerodynamic,trailing-edge loads pressure distributions
4.1.1,4.1.1,NACA-TN-2626,NACA-TN-2626,metadc56308,Aerodynamic,helicopters bending-moment distributions
4.1.1,4.1.1,NACA-RM-L8D27,NACA-RM-L8D27,metadc62758,Aerodynamic,aircraft tails wing-tip parachutes
4.1.1,4.1.1,NACA-RM-E51H13,NACA-RM-E51H13,metadc59015,Aerodynamic,aerodynamics bodies of revolution compressible flow
4.1.1,4.1.1,NACA-RM-E51H17,NACA-RM-E51H17,metadc59055,Aerodynamic,aerodynamics bodies of revolution
4.1.1,4.1.1,NACA-RM-L52G18a,NACA-RM-L52G18A,metadc59316,Aerodynamic,aerodynamics leading-edge slats normal-force coefficients
4.1.1,4.1.1,NACA-RM-A53C20,NACA-RM-A53C20,metadc64763,Aerodynamic,wing-body combinations aircraft elevons aircraft control
4.1.1,4.1.1,NACA-RM-A53D28,NACA-RM-A53D28,metadc64344,Aerodynamic,missiles aerodynamic drag
4.1.1,4.1.1,NACA-RM-L53I10,NACA-RM-L53I10,metadc64871,Aerodynamic,aerodynamics aircraft tails
4.1.1,4.1.1,NACA-TN-2677,NACA-TN-2677,metadc56991,Aerodynamic,wing-body combinations aerodynamics
4.1.1,4.1.1,NACA-RM-A54L22,NACA-RM-A54L22,metadc61040,Aerodynamic,aircraft spoilers buffeting forces
4.1.1,4.1.1,NACA-TN-3764,NACA-TN-3764,metadc55969,Aerodynamic,jet-engine exhaust aircraft noise
4.1.1,4.1.1,NACA-TN-3978,NACA-TN-3978,metadc56392,Aerodynamic,exhaust nozzles noise fields acoustic near fields
4.1.1,4.1.1,NACA-RM-A8H03,NACA-RM-A8H03,metadc57948,Aerodynamic,electrical pressure cells aerodynamics
4.1.1,4.1.1,NACA-TN-3128,NACA-TN-3128,metadc57109,Aerodynamic,pressure distributions wing-body interference aerodynamics
4.1.1,4.1.1,NACA-TN-3129,NACA-TN-3129,metadc57114,Aerodynamic,aerodynamics NACA 64A010 slat positions
4.1.1,4.1.1,NACA-TN-3038,NACA-TN-3038,metadc56716,Aerodynamic,drag coefficients cylinders cylinder design
4.1.1,4.1.1,NACA-TN-2972,NACA-TN-2972,metadc56658,Aerodynamic,conical boattails pressure distributions
4.1.1,4.1.1,NACA-RM-A9J26,NACA-RM-A9J26,metadc58425,Aerodynamic,aircraft control aircraft acceleration
4.1.1,4.1.1,NACA-RM-L55E13,NACA-RM-L55E13,metadc61548,Aerodynamic,ailerons aileron load characteristics shock effects
4.1.1.1,4.1.1.1,NACA-RM-L52E29,NACA-RM-L52E29,metadc59358,Wings,wing pressure distributions aerodynamics
4.1.1.1,4.1.1.1,NACA-TN-3014,NACA-TN-3014,metadc56817,Wings,aircraft wings spanwise lift distributions
4.1.1.1,4.1.1.1,NACA-TR-1188,NACA-TR-1188,metadc65696,Wings,indical function concepts wing-tail combinations
4.1.1.1,4.1.1.1,NACA-RM-L53B18,NACA-RM-L53B18,metadc59567,Wings,aerodynamics wing-tip-tank combinations
4.1.1.1,4.1.1.1,NACA-TN-2831,NACA-TN-2831,metadc56388,Wings,load distributions spanwise distributions aircraft wings
4.1.1.1,4.1.1.1,NACA-TN-2751,NACA-TN-2751,metadc56387,Wings,lift distributions aerodynamics calculation methods
4.1.1.1,4.1.1.1,NACA-TN-2607,NACA-TN-2607,metadc56114,Wings,electrical pressure integrators airfoil pressures
4.1.1.1,4.1.1.1,NACA-TR-1050,NACA-TR-1050,metadc60392,Wings,sweptback wings flow characteristics
4.1.1.1,4.1.1.1,NACA-RM-L9G15,NACA-RM-L9G15,metadc58279,Wings,aircraft wings pressure distributions
4.1.1.1,4.1.1.1,NACA-RM-L53E28,NACA-RM-L53E28,metadc59659,Wings,Bell X-5 aircraft stability wing roots
