title,creatorsall,year,pp,id_hd,id_casi,id_repno,y,x,keywordsall,id_repno_all
"The Parnall ""Pipit"" (British): A Single-Seat Ship's Fighter",,1929,6,metadc65136,19930090714,NACA-AC-99,1929.592631063901,0.6112515466500401,Parnall Pipit aircraft design,NACA-AC-99
Handbook of Structural Stability Part 4: Failure of Plates and Composite Elements,"Gerard, George",1957,93,metadc56035,19930084522,NACA-TN-3784,1957.7747989819104,0.2638510095972424,aircraft stability plate failures,NACA-TN-3784
Handbook of Structural Stability Part 1: Buckling of Flat Plates,"Gerard, George and Becker, Herbert",1957,105,metadc56020,19930084505,NACA-TN-3781,1957.1540462603377,0.16730179371672227,aircraft stability flat plates,NACA-TN-3781
Handbook of Structural Stability Part 5: Compressive Strength of Flat Stiffened Panels,"Gerard, George",1957,89,metadc56042,19930084529,NACA-TN-3785,1957.8690164574527,0.3096750152764872,aircraft stability flat stiffened panels compressive strengths,NACA-TN-3785
"High-Speed Oil Engines for Vehicles Part 1: Engines With External Atomization of the Fuel, Engines With Internal Atomization of the Fuel, Hot-Bulb Engines, Diesel Engines","Hausfelder, Ludwig",1927,34,metadc65209,19930090760,NACA-TM-397,1927.591744146911,0.5275198512747731,high-speed engines oil engines aircraft engines,NACA-TM-397
Handbook of Structural Stability Part 2: Buckling of Composite Elements,"Becker, Herbert",1957,72,metadc56021,19930084506,NACA-TN-3782,1957.6523276118728,0.4910680144572749,aircraft stability composite element buckling,NACA-TN-3782
The Hafner A.R. III Gyroplane (British),,1937,7,metadc64831,19930090519,NACA-AC-205,1937.9331370503785,0.4344355355946806,Hafner A.R.III gyroplanes aircraft design,NACA-AC-205
Effects of Canard Surface Size on Stability and Control Characteristics of Two Canard Airplane Configuration at Mach Numbers of 1.41 and 2.01,"Spearman, M. Leroy and Driver, Cornelius",1958,61,metadc63923,19930089965,NACA-RM-L57L17a,1958.7464804511644,0.8976501890049001,aircraft stability aircraft control canard aircraft configurations,NACA-RM-L57L17a
High-Speed Oil Engines for Vehicles Part 3,"Hausfelder, Ludwig",1927,38,metadc65225,19930090771,NACA-TM-410,1927.2465801432281,0.5618160846046703,oil engines aircraft engines,NACA-TM-410
Device for the Automatic Control of Airplanes,"Gradenwitz, Alfred",1929,8,metadc65347,19930090859,NACA-TM-495,1929.4320969966723,0.6065951329182953,automatic control aircraft control,NACA-TM-495
Handbook of Structural Stability Part 6: Strength of Stiffened Curved Plates and Shells,"Becker, Herbert",1958,82,metadc56047,19930084534,NACA-TN-3786,1958.2190924883625,0.3530306792824569,aircraft stability stiffened curved plates,NACA-TN-3786
Reduction of Oxidized Nichrome V Powders and Sintering of Nichrome V Bodies,"Sikora, Paul and Clarkin, Philip",1957,18,metadc57523,19930085303,NACA-TN-4032,1957.658461692401,0.27648534358017396,powder metallurgy Nichrome V powder,NACA-TN-4032
A Résumé of the Advances in Theoretical Aeronautics Made by Max M. Munk,"Ames, Joseph S.",1926,89,metadc65865,19930091280,NACA-TR-213,1926.1425941633145,0.2671694292280158,hydrodynamics aerodynamics,NACA-TR-213
Relation of Fuel-Air Ratio to Engine Performance,"Sparrow, Stanwood W.",1924,16,metadc65840,19930091255,NACA-TR-189,1924.04232806056,0.25252382060732737,fuel-air ratio aircraft engines,NACA-TR-189
Review of High-Performance Axial-Flow-Compressor Blade-Element Theory,"Lieblein, Seymour",1954,34,metadc59958,19930088023,NACA-RM-E53L22,1954.297594548696,0.7812023557339001,axial flow compressors blade element theory,NACA-RM-E53L22
"Tests on Thin-Walled Celluloid Cylinders to Determine the Interaction Curves Under Combined Bending, Torsion, and Compression or Tension Loads","Bruhn, Elmer F.",1945,68,metadc59842,19930087870,NACA-TN-951,1945.3921642364621,0.01995176667494214,celluloid cylinders aircraft bodies,NACA-TN-951
Pressure Distribution Over Airfoils With Fowler Flaps,"Wenzinger, Carl J. and Anderson, Walter B.",1937,177,metadc66278,19930091695,NACA-TR-620,1937.5510061186071,0.7142217732846071,pressure distributions airfoils Fowler flaps,NACA-TR-620
Recent Experiments With Large Seaplanes,"Rohrbach, Adolf",1926,38,metadc65160,19930090734,NACA-TM-353,1926.937557339163,0.16405153896865798,seaplanes large airplanes,NACA-TM-353
Pressure Distribution Over a Rectangular Monoplane Wing Model Up to 90 Degree Angle of Attack,"Knight, Montgomery and Loeser, Oscar, Jr.",1927,195,metadc65942,19930091357,NACA-TR-288,1927.6439162970785,0.4218848823664956,aircraft wings pressure distributions,NACA-TR-288
Pressure Distribution Over an NACA 23012 Airfoil With an NACA 23012 External-Airfoil Flap,"Wenzinger, Carl J.",1938,15,metadc66273,19930091690,NACA-TR-614,1938.6123383682918,0.3046299951019269,pressure distributions airfoils wing flaps,NACA-TR-614
"Pressure Distribution Over a Thick, Tapered and Twisted Monoplane Wing Model-N.A.C.A. 81-J","Wenzinger, Carl J.",1930,97,metadc66023,19930091439,NACA-TR-367,1930.6569399603738,0.6945067714242622,pressure distributions aircraft wings,NACA-TR-367
Pressure Distribution Over a Wing and Tail Rib of a VE-7 and of a TS Airplane in Flight,"Crowley, J. W., Jr.",1928,77,metadc65910,19930091325,NACA-TR-257,1928.20991866244,0.6413449770655167,pressure distributions aircraft wings,NACA-TR-257
Pressure Distribution Over an Airfoil Section With a Flap and Tab,"Wenzinger, Carl J.",1936,11,metadc66232,19930091649,NACA-TR-574,1936.947455350885,0.04436306880863672,pressure distributions airfoils,NACA-TR-574
High-Speed Oil Engines for Vehicles Part 2,"Hausfelder, Ludwig",1927,53,metadc65223,19930090770,NACA-TM-403,1927.1323355615225,0.2758596784649042,oil engines high-speed engines fuel injection,NACA-TM-403
High-Speed Hydrodynamic Characteristics of a Flat Plate and 20 Degrees Dead-Rise Surface in Unsymmetrical Planing Conditions,"Savitsky, Daniel and Prowse, R. E. and Lueders, D. H.",1958,93,metadc57164,19930085133,NACA-TN-4187,1958.9079538887906,0.08650621098765698,hydrodynamics planing surfaces,NACA-TN-4187
Handbook of Structural Stability Part 3: Buckling of Curved Plates and Shells,"Gerard, George and Becker, Herbert",1957,154,metadc56025,19930084510,NACA-TN-3783,1957.256353968002,0.9600346667951749,aircraft stability aircraft buckling curved plates,NACA-TN-3783
Investigation at High Subsonic Speeds of the Use of Low Auxiliary Tail Surfaces Having Dihedral to Improve the Longitudinal and Directional Stability of a T-Tail Model at High Lift,"Sleeman, William C., Jr.",1957,23,metadc63954,19930089980,NACA-RM-L57I24,1957.8204134541288,0.724430087339272,aircraft instability aircraft tails tail surfaces,NACA-RM-L57I24
Laminar Boundary Layer With Heat Transfer on a Cone at Angle of Attack in a Supersonic Stream,"Reshotko, Eli",1957,64,metadc56766,19930084949,NACA-TN-4152,1957.336143327895,0.9248495834644506,laminar boundary layers heat transfer characteristics,NACA-TN-4152
"Lift, Drag, and Pitching Moment of Low-Aspect-Ratio Wings at Subsonic and Supersonic Speeds: Plane Triangular Wing of Aspect Ratio 3 With Air-to-Air Missile Models Mounted Externally","Conrard, Donald",1952,28,metadc64734,19930090443,NACA-RM-A52C10a,1952.463118680113,0.44477613493253076,aerodynamics aircraft wings,NACA-RM-A52C10a
Mass Transfer Cooling Near the Stagnation Point,"Roberts, Leonard",1958,42,metadc57240,19930085166,NACA-TN-4391,1958.5019239311896,0.4834458464411753,mass transfer cooling heat transfer characteristics,NACA-TN-4391
A Brief Hydrodynamic Investigation of a Navy Seaplane Design Equipped With a Hydro-Ski,"Fisher, Lloyd J. and Hoffman, Edward L.",1953,27,metadc59703,19930087704,NACA-RM-L53F04,1953.744377981754,0.2801169213998834,seaplanes water landings hydro-skis,NACA-RM-L53F04
A Brief Analog Investigation of Inertia Coupling in Rolling Maneuvers of an Airplane Configuration Using a Variable-Incidence Wing as the Longitudinal Control,"Gillis, Clarence L.",1957,29,metadc63596,19930089776,NACA-RM-L57F18,1957.1034585640605,0.04959747724003816,inertia coupling rolling maneuvers variable-incidence wings,NACA-RM-L57F18
A Brief Investigation of the Effect of Waves on the Take-Off Resistance of a Seaplane,"Mottard, Elmo J.",1956,17,metadc62263,19930089165,NACA-RM-L56B09,1956.243154472314,0.6817984644527908,seaplanes water resistance,NACA-RM-L56B09
Calculated Lateral Frequency Response and Lateral Oscillatory Characteristics for Several High-Speed Airplanes in Various Flight Conditions,"Jaquet, Byron M.",1953,72,metadc60604,19930088302,NACA-RM-L53J01,1953.9612500119465,0.9866845573514911,aircraft stability lateral oscillations,NACA-RM-L53J01
A Correlation of Results of a Flight Investigation With Results of an Analytical Study of Effects of Wing Flexibility on Wing Strains Due to Gusts,"Shufflebarger, C. C. and Payne, Chester B. and Cahen, George L.",1957,40,metadc56960,19930085049,NACA-TN-4071,1957.728779790064,0.12736074895780536,wing flexibility aerodynamics aircraft power,NACA-TN-4071
A Cooled-Gas Pyrometer for Use in High-Temperature Gas Streams,"Krause, Lloyd N. and Johnson, Robert C. and Glawe, George E.",1958,32,metadc57470,19930085276,NACA-TN-4383,1958.5328549094818,0.8933803914151597,measuring tools pyrometers aircraft cooling,NACA-TN-4383
Conversion of Inviscid Normal-Force Coefficients in Helium to Equivalent Coefficients in Air for Simple Shapes at Hypersonic Speeds,"Mueller, James N.",1956,31,metadc56107,19930084581,NACA-TN-3807,1956.8398060274837,0.056545142785299096,helium aerodynamics thermodynamics,NACA-TN-3807
Crash Injury,"Pesman, Gerard J. and Eiband, A. Martin",1956,36,metadc55999,19930084482,NACA-TN-3775,1956.1510226090888,0.49617884343330143,aircraft crashes injuries,NACA-TN-3775
The Decay of a Simple Eddy,"Bateman, H.",1923,317,metadc65795,19930091209,NACA-TR-144,1923.104595470564,0.6999172143278091,fluid dynamics calculations,NACA-TR-144
Data on Spoiler-Type Ailerons,"Lowry, John G.",1953,27,metadc59885,19930087931,NACA-RM-L53I24a,1953.6184036838938,0.0033112029810381527,ailerons aircraft spoilers aircraft control,NACA-RM-L53I24a
The Design of Brittle-Material Blade Roots Based on Theory and Rupture Tests of Plastic Models,"Meyer, André J., Jr. and Kaufman, Albert and Caywood, William C.",1953,45,metadc59752,19930087769,NACA-RM-E53C12,1953.352237316561,0.5986537789572705,aircraft blade roots rupture strengths material properties,NACA-RM-E53C12
Design of Combustor for Long-Range Ram-Jet Engine and Performance of Rectangular Analog,"Rayle, Warren D. and Koch, Richard G.",1954,21,metadc59960,19930088026,NACA-RM-E53K13,1954.3671691681413,0.27667690890628027,aircraft combustors aircraft engines ramjet engines,NACA-RM-E53K13
The Effect of Some Surface Roughness Elements on the Drag of a Body of Revolution at Supersonic Speeds,"Hopko, Russell N.",1954,14,metadc64819,19930090504,NACA-RM-L54I21,1954.3342063682644,0.8560946298514025,aerodynamics aircraft drag aircraft design,NACA-RM-L54I21
The Effect of Slipstream Obstructions on Air Propellers,"Lesley, E. P. and Woods, B. M.",1924,311,metadc65827,19930091242,NACA-TR-177,1924.8967073805557,0.9110273780082284,aircraft propellers slipstreams thrust coefficients,NACA-TR-177
Effect of Temperature and Pressure on the Sparking Voltage,"Loeb, L. B. and Silsbee, F. B.",1920,11,metadc65706,19930091116,NACA-TR-54,1920.2175854779825,0.9212968925592406,sparking voltage aircraft power,NACA-TR-54
Effect of Mechanically Induced Sinusoidal Air-Foil Oscillations on Operation of a Ram-Jet Engine,"Dangle, E. E. and Cervenka, A. J. and Perchonok, Eugene",1954,22,metadc64844,19930090530,NACA-RM-E54D01,1954.7390380348832,0.8612815734077524,aircraft power aircraft combustors,NACA-RM-E54D01
Effect of Mach Number on Performance of an Axial-Flow Compressor Rotor-Blade Row,"Dugan, Paul D. and Mahoney, John J. and Benser, William A.",1948,27,metadc64610,19930090369,NACA-RM-E8D29,1948.1911428998296,0.5111861146976137,aircraft compressors aircraft blades aircraft performance,NACA-RM-E8D29
Effect of Mach and Reynolds Numbers on Maximum Lift Coefficient,"Spreiter, John R. and Steffen, Paul J.",1946,38,metadc56156,19930084610,NACA-TN-1044,1946.9063748584465,0.0013350841460819662,aircraft stability aircraft control aerodynamics,NACA-TN-1044
The Effect of Raking the Aileron Tips on the Lateral-Control and Hinge-Moment Characteristics of a 20-Percent-Chord Partial-Span Outboard Aileron on a Wing With Leading-Edge Swept Back 51.3 Degrees,"Hammond, Alexander D.",1951,41,metadc59096,19930086945,NACA-RM-L51H29,1951.2616979103127,0.5439464838877378,aerodynamics ailerons aircraft control,NACA-RM-L51H29
Effect of Pressure on the Spontaneous Ignition Temperature of Liquid Fuels,"O'Neal, Cleveland, Jr.",1956,21,metadc56060,19930084548,NACA-TN-3829,1956.5147698287738,0.748182049445331,aircraft fuel spontaneous ignition temperatures,NACA-TN-3829
Effect of Taper Ratio on the Low-Speed Rolling Stability Derivatives of Swept and Unswept Wings of Aspect Ratio 2.61,"Brewer, Jack D. and Fisher, Lewis R.",1948,19,metadc57733,19930085438,NACA-RM-L8H18,1948.7853033704569,0.5642666468093349,aircraft wings aerodynamics sweptback wings,NACA-RM-L8H18
The Effect of Surface Roughness on the Performance of a 23 Degree Conical Diffuser at Subsonic Mach Numbers,"Persh, Jerome",1952,42,metadc59290,19930087174,NACA-RM-L51K09,1952.9944056576467,0.1225559369995487,surface roughness aerodynamics diffusers,NACA-RM-L51K09
Effect of Wedge-Type Boundary-Layer Diverters on Performance of Half-Conical Side Inlets at Mach Number 2.96,"Johnson, Harry W. and Piercy, Thomas G.",1954,31,metadc59662,19930087655,NACA-RM-E54E20,1954.491836996892,0.9733162215257267,boundary layer removal wedge-type diverters aerodynamics,NACA-RM-E54E20
Effect on Transonic and Supersonic Drag of a Fuselage Protuberance of an Essential Unswept Wing-Fuselage Combination,"Sandahl, Carl A.",1954,10,metadc59946,19930088006,NACA-RM-L53K10,1954.9760717127954,0.9819389850669302,transonic area rule wing-fuselage configurations fuselage protuberances,NACA-RM-L53K10
Effect of Blade-Section Camber on Aerodynamic Characteristics of Full-Scale Supersonic-Type Propellers at Mach Numbers to 1.04,"Maynard, Julian D. and Swihart, John M. and Norton, Harry T., Jr.",1956,79,metadc62729,19930089378,NACA-RM-L56E10,1956.5525586230171,0.4224172182935019,aerodynamics propellers propeller efficiency,NACA-RM-L56E10
"The Effect of Base Bleed on the Base Pressure, Lift, Drag, and Pitching Moment of a 10-Percent-Thick Blunt-Base Airfoil at a Mach Number of 2.72","Jones, Jim J.",1955,17,metadc60787,19930088392,NACA-RM-L54K10,1955.7128296513122,0.7798320337452126,aerodynamics base bleed aircraft drag,NACA-RM-L54K10
Effect of Boundary Solidity of Planing Lift Obtained in a High-Speed Water Jet With a Single Longitudinal Slot in Each Rigid Boundary,"Weinflash, Bernard",1957,27,metadc63681,19930089812,NACA-RM-L57I06,1957.2466643018872,0.6733482549766513,hydrodynamic properties boundary solidity water jets,NACA-RM-L57I06
Effect of Certain Combinations of Wall Contouring and Design Exit Velocity Distribution on Prediction of Turbine-Nozzle Mass Flow,"Stewart, Warner L. and Whitney, Warren J. and Heaton, Thomas R.",1953,17,metadc59706,19930087708,NACA-RM-E53E14,1953.557555772829,0.951541335282162,turbine nozzles mass flow characteristics aircraft turbines,NACA-RM-E53E14
The Effect of Canopy Location on the Aerodynamic Characteristics of a Sweptback Wing-Body Configuration at Transonic Speeds,"Robinson, Harold L.",1954,14,metadc60136,19930088101,NACA-RM-L54E11,1954.543550928349,0.6349807264659091,aerodynamics aircraft design transonic area rule,NACA-RM-L54E11
Elevated Temperature Properties of Titanium Carbide Base Ceramals Containing Nickel or Iron,"Cooper, A. L. and Colteryahn, L. E.",1951,47,metadc58988,19930086812,NACA-RM-E51I10,1951.771734975453,0.9094555938907815,metallic properties thermodynamics,NACA-RM-E51I10
Elevated-Temperature Fatigue Properties of Two Titanium Alloys,"Rey, William K.",1956,28,metadc64369,19930090205,NACA-RM-56B07,1956.846709130288,0.8047529719138318,titanium alloys metallic properties thermodynamics,NACA-RM-56B07
"Effects of Wing Sweep, Horizontal-Tail Configuration, and a Ventral Fin on Static Stability Characteristics of a Model With a Wing of Aspect Ratio 3 at Mach Numbers From 2.29 to 4.65","Jaquet, Byron M. and Fournier, Roger H.",1958,83,metadc64404,19930090229,NACA-RM-L58E06,1958.7760383715927,0.7096447955347283,aircraft stability aircraft design,NACA-RM-L58E06
Elevated-Temperature Combined Stress-Rupture Plus Fatigue Strength of Waspaloy Having Different Aging Treatments and/or Molybdenum Contents,"Hoffman, C. A. and Hornak, M. B.",1958,21,metadc64020,19930090017,NACA-RM-E57K22a,1958.8662836356807,0.9196712937000514,Waspaloy metallic properties rupture strengths,NACA-RM-E57K22a
"Equations, Tables, and Figures for Use in the Analysis of Helium Flow at Supersonic and Hypersonic Speeds","Mueller, James N.",1957,178,metadc56765,19930084948,NACA-TN-4063,1957.873758181846,0.07676064925547876,helium gas properties aircraft testing,NACA-TN-4063
"Evaluation of End- and Radial-Burning Solid Fuels in Ram Jets Mounted in a Free Jet at Mach Numbers of 2.0, 2.2, and 2.3","Bartlett, Walter A., Jr.",1952,30,metadc59755,19930087773,NACA-RM-L52I19,1952.595768225208,0.038487892228098675,aircraft fuels solid-type fuels aircraft power,NACA-RM-L52I19
Evaluation of Several Ram-Jet Combustor Configurations Using Pentaborane Fuel,"Sheldon, John W. and Cervenka, A. J.",1957,43,metadc63047,19930089545,NACA-RM-E57A24,1957.4431851153665,0.8464904829109304,aircraft engines high-energy fuels,NACA-RM-E57A24
Annual Report of the National Advisory Committee for Aeronautics (13th). Administrative Report Including Technical Reports Nos. 257 to 282,,1928,76,metadc65909,19930091324,NACA-AR-13,1928.8950033163496,0.9235775318091031,annual reports aeronautical development,NACA-AR-13
Annual Report for the National Advisory Committee for Aeronautics (12th). Administrative Report Including Technical Reports Nos. 233 to 256,,1927,69,metadc65885,19930091300,NACA-AR-12,1927.7832714457606,0.8478852081823035,annual reports aeronautical development,NACA-AR-12
Annual Report for the National Advisory Committee for Aeronautics (11th). Administrative Report Including Technical Reports Nos. 210 to 232,,1926,59,metadc65861,19930091276,NACA-AR-11,1926.5414505059796,0.3976753177375618,annual reports aeronautical development,NACA-AR-11
Annual Report of the National Advisory Committee for Aeronautics (18th). Administrative Report Including Technical Report Nos. 401 to 440,,1933,61,metadc66058,19930091474,NACA-AR-18,1933.7616996671532,0.608373107368384,annual reports aeronautics (general),NACA-AR-18
Annual Report of the National Advisory Committee for Aeronautics (17th). Administrative Report Including Technical Report Nos. 365 to 400,,1932,66,metadc66020,19930091436,NACA-AR-17,1932.4947452424478,0.008837898771619779,annual reports aeronautics (general),NACA-AR-17
Experimental Determination of Gas Motion Accompanying Screeching Combustion in a 6-Inch Simulated Afterburner,"Blackshear, Perry L. and Rayle, Warren D. and Tower, Leonard K.",1953,63,metadc59894,19930087942,NACA-RM-E53I28,1953.9589966621202,0.7567507700186885,screech combustion probe microphones,NACA-RM-E53I28
"Effects of a Series of Inboard Plan-Form Modifications on the Longitudinal Characteristics of Two Unswept Wings of Aspect Ratio 3.5, Taper Ratio 0.2, and Different Thickness Distributions at Mach Numbers of 1.61 and 2.01","Sevier, John R., Jr.",1954,43,metadc59949,19930088009,NACA-RM-L53K11,1954.7031888798067,0.4382318024689065,aerodynamics aircraft design wing extensions,NACA-RM-L53K11
"Effects of a Fuselage on the Aerodynamic Characteristics of a 42 Degree Sweptback Wing at Reynolds Numbers to 8,000,000","Salmi, Reino J. and Conner, D. William and Graham, Robert R.",1947,32,metadc64565,19930090346,NACA-RM-L7E13,1947.525596932768,0.7718820610296246,aerodynamics split flaps,NACA-RM-L7E13
Effects of a Straightening Operation on Performance of Inconel 550 Buckets,"Gyorgak, C. A. and Johnston, J. R. and Weeton, J. W.",1956,24,metadc62056,19930089061,NACA-RM-E55L06,1956.8553963784693,0.8496642828707448,material properties Inconel 550,NACA-RM-E55L06
Effects of Rocket-Armament Exhaust Gas on the Performance of a Supersonic-Inlet J34-Turbojet-Engine Installation at Mach 2.0,"Beheim, Milton A. and Evans, Phillip J.",1956,23,metadc62417,19930089223,NACA-RM-E55K22,1956.1848048695915,0.3716054842964678,rockets aerodynamics engine air flow,NACA-RM-E55K22
"Effects of Some Leading-Edge Modifications, Section and Plan-Form Variations, and Vertical Position on Low-Lift Wing Drag at Transonic and Supersonic Speeds","Welsh, Clement J. and Wallskog, Harvey A. and Sandahl, Carl A.",1955,28,metadc60845,19930088425,NACA-RM-L54K01,1955.0074505495886,0.08002603963091881,wing geometry aircraft drag sweptback wings,NACA-RM-L54K01
Annual Report of the National Advisory Committee for Aeronautics (15th). Administrative Report Including Technical Reports Nos. 309 to 336,,1930,89,metadc65964,19930091379,NACA-AR-15,1930.112825910747,0.9609696040678618,annual reports aeronautical development,NACA-AR-15
Annual Report of the National Advisory Committee for Aeronautics (14th). Administrative Report Including Technical Reports Nos. 283 to 308,,1929,80,metadc65936,19930091351,NACA-AR-14,1929.4339432243617,0.8991368036969646,annual reports aeronautical development,NACA-AR-14
Annual Report of the National Advisory Committee for Aeronautics (16th). Administrative Report Including Technical Reports Nos. 337 to 364,,1931,66,metadc65991,19930091407,NACA-AR-16,1931.1614112184036,0.5687526231326897,annual reports aeronautical development,NACA-AR-16
Annual Report of the National Advisory Committee for Aeronautics (19th). Administrative Report Including Technical Report Nos. 441 to 474,,1934,35,metadc66097,19930091514,NACA-AR-19,1934.2571130312365,0.12512214823747814,annual reports aeronautics (general),NACA-AR-19
Annual Report of the National Advisory Committee for Aeronautics (23rd). Administrative Report Including Technical Report Nos. 577 to 611,,1938,47,metadc66235,19930091652,NACA-AR-23,1938.4787363202217,0.8802841102419403,annual reports aeronautics (general),NACA-AR-23
Annual Report of the National Advisory Committee for Aeronautics (20th). Administrative Report Including Technical Report Nos. 475 to 507,,1935,42,metadc66131,19930091548,NACA-AR-20,1935.2119361169603,0.7866353855115646,annual reports aeronautics (general),NACA-AR-20
Annual Report of the National Advisory Committee for Aeronautics (6th). Administrative Report Including Technical Reports Nos. 83 to 110,,1921,56,metadc65732,19930091145,NACA-AR-6,1921.0732545302264,0.4545270631526671,annual reports aeronautics (general),NACA-AR-6
Annual Report of the National Advisory Committee for Aeronautics (4th). Administrative Report Including Technical Reports Nos. 24 to 50,,1920,51,metadc65643,19930091051,NACA-AR-4,1920.8271042159295,0.9815173061168033,annual reports aeronautics (general),NACA-AR-4
Annual Report of the National Advisory Committee for Aeronautics (22nd). Administrative Report Including Technical Report Nos. 542 to 576,,1937,574,metadc66199,19930091616,NACA-AR-22,1937.7980293779199,0.2093681413304619,annual reports aeronautics (general),NACA-AR-22
Annual Report of the National Advisory Committee for Aeronautics (3rd). Administrative Report Including Technical Report Nos. 13 to 23,,1918,33,metadc65631,19930091039,NACA-AR-3,1918.1589120378871,0.6984318631286697,annual reports aeronautics (general),NACA-AR-3
Effects of Taper Ratio on the Longitudinal Characteristics at Mach Numbers From 0.6 to 1.4 of a Wing-Body-Tail Combination Having an Unswept Wing of Aspect Ratio 3,"Summers, James L. and Treon, Stuart L. and Graham, Lawrence A.",1955,45,metadc61489,19930088798,NACA-RM-A54L20,1955.9065204743906,0.23336627799913234,wing taper ratio aircraft design aerodynamics,NACA-RM-A54L20
Annual Report of the National Advisory Committee for Aeronautics (5th). Administrative Report Including Technical Reports Nos. 51 to 82,,1920,870,metadc65704,19930091112,NACA-AR-5,1920.5571863732898,0.3116255970920061,annual reports aeronautics (general),NACA-AR-5
The Effects at Subsonic Speeds of Wing Fences and a Tail on the Longitudinal Characteristics of a 63 Degree Swept-Wing Fuselage Combination,"Buell, Donald A. and Kolbe, Carl D.",1957,38,metadc63846,19930089929,NACA-RM-A57E02,1957.5882793136657,0.6773585513573892,aircraft wings wing fences aerodynamics,NACA-RM-A57E02
Effects of a Detached Tab on the Hinge-Moment and Effectiveness Characteristics of an Unswept Trailing-Edge Control on a 60 Degree Delta Wing at Mach Numbers From 0.75 to 1.96,"Morris, Odell A. and Westrick, Gertrude C.",1955,36,metadc61254,19930088659,NACA-RM-L55B15,1955.6305641968631,0.7518445789481125,aircraft control control tabs aerodynamics,NACA-RM-L55B15
"Effects of Boundary-Layer Displacement and Leading-Edge Bluntness on Pressure Distribution, Skin Friction, and Heat Transfer of Bodies at Hypersonic Speeds","Bertram, Mitchel H. and Henderson, Arthur, Jr.",1958,33,metadc56937,19930085038,NACA-TN-4301,1958.763206190185,0.7682358266421884,hypersonic flow boundary-layer displacement aerodynamics,NACA-TN-4301
Effect of Inlet-Air Parameters on Combustion Limit and Flame Length in 8-Inch-Diameter Ram-Jet Combustion Chamber,"Cervenka, A. J. and Miller, R. C.",1948,24,metadc57546,19930085316,NACA-RM-E8C09,1948.6896587867536,0.31466773868826137,combustion chambers aircraft fuel combustion efficiency,NACA-RM-E8C09
Effect of Inlet-Air Temperature on Performance of a 16-Inch Ram-Jet Combustor,"Cervenka, A. J. and Dangle, E. E. and Friedman, Robert",1953,24,metadc60002,19930088051,NACA-RM-E53I03,1953.0634806239243,0.7943401558224769,aircraft combustors aircraft power combustion efficiency,NACA-RM-E53I03
Effect of Inlet-Guide-Vane Angle on Blade Vibration and Rotating Stall of 13-Stage Axial-Flow Compressor in Turbojet Engine,"Calvert, Howard F. and Medeiros, Arthur A. and Johnson, Donald F.",1956,21,metadc61684,19930088909,NACA-RM-E55K03,1956.9692887321128,0.17954507765505523,aircraft compressors rotating stall blade vibrations,NACA-RM-E55K03
Effect of Inlet Temperature on Rotating Stall and Blade Vibrations in a Multistage Axial-Flow Compressor,"Medeiros, Arthur A. and Calvert, Howard F. and Fenn, David B.",1955,17,metadc61362,19930088724,NACA-RM-E55E05,1955.4820620658618,0.5091092822470307,aircraft compressors rotating stall thermodynamics,NACA-RM-E55E05
Effect of Inlet-Guide-Vane Angle on Performance Characteristics of a 13-Stage Axial-Flow Compressor in a Turbojet Engine,"Medeiros, Arthur A. and Calvert, Howard F.",1956,25,metadc62428,19930089226,NACA-RM-E55K23,1956.228683866209,0.9427608080859547,aircraft compressors guide-vane angles turbojet engines,NACA-RM-E55K23
Effect of Nozzle Secondary Flows on Turbine Performance as Indicated by Exit Surveys of a Rotor,"Whitney, Warren J. and Buckner, Howard A., Jr. and Monroe, Daniel E.",1954,11,metadc62573,19930089292,NACA-RM-E54B03,1954.3293076017997,0.23018323407273966,aircraft turbines efficiency losses,NACA-RM-E54B03
Annual Report of the National Advisory Committee for Aeronautics (24th). Administrative Report Including Technical Report Nos. 612 to 644,,1939,47,metadc66270,19930091687,NACA-AR-24,1939.1037344254078,0.16835677285827766,annual reports aeronautics (general),NACA-AR-24
Annual Report of the National Advisory Committee for Aeronautics (27th). Administrative Report Including Technical Report Nos. 704 to 726,,1942,13,metadc66364,19930091781,NACA-AR-27,1942.964639721039,0.9227668577319892,annual reports aeronautics (general),NACA-AR-27
"Annual Report of the National Advisory Committee for Aeronautics (2nd) Together With the Message of the President of the United States Transmitting the Report for the Fiscal Year Ending June 30, 1916. Administrative Report Including Technical Report",,1917,19,metadc65625,19930091033,NACA-AR-2,1917.1923705827214,0.3385973162666054,aeronautics technical reports,NACA-AR-2
Effects of Propeller-Shank Geometry and Propeller-Spinner-Juncture Configuration on Characteristics of an NACA 1-Series Cowling-Spinner Combination With an Eight-Blade Dual-Rotation Propeller,"Keith, Arvid L., Jr. and Bingham, Gene J. and Rubin, Arnold J.",1951,73,metadc59198,19930087061,NACA-RM-L51F26,1951.1512796794887,0.33583505800035396,aerodynamics cowling-spinner combinations aircraft propellers,NACA-RM-L51F26
The Effects of Operating Propellers on the Longitudinal Characteristics at High Subsonic Speeds of a Four-Engine Tractor Airplane Configuration Having a Wing With 40 Degrees of Sweepback and an Aspect Ratio of 10,"Sutton, Fred B. and Demele, Fred A.",1954,106,metadc60537,19930088260,NACA-RM-A53J23,1954.78424811063,0.8938500418297021,aircraft propellers aircraft stability,NACA-RM-A53J23
