title,creator,year,pp,id_hd,id_casi,id_repno,y,x,keywordsall,id_repno_all
Effect of control trailing-edge thickness or aspect ratio on the oscillating hinge-moment and flutter characteristics of a flap-type control at transonic speeds,"Moseley, William C., Jr.",1958,43,metadc64035,19930090025,NACA-RM-L58B25,1958.4626883300555,0.9112720350697241,aircraft control flutter characteristics,NACA-RM-L58B25
Effect of flame-holder design on altitude performance of louvered-liner afterburner,"Renas, Paul E.",1953,41,metadc59680,19930087677,NACA-RM-E53H15,1953.7903225896803,0.7136159641694458,engine afterburners flame holders aircraft power,NACA-RM-E53H15
Effect of flight speed on dynamics of a turboprop engine,"Nakanishi, S.",1955,40,metadc61103,19930088573,NACA-RM-E55A05,1955.4365432159475,0.8075028510705071,turboprop engines engine-propeller combinations,NACA-RM-E55A05
A study of the use of controls and the resulting airplane response during service training operations of four jet fighter airplanes,"Mayer, John P.",1954,137,metadc60026,19930088062,NACA-RM-L53L28,1954.7883178074153,0.09209037151275934,aircraft control airplane response,NACA-RM-L53L28
A correlation by means of transonic similarity rules of the experimentally determined characteristics of 18 cambered wings of rectangular plan form,"McDevitt, John B.",1953,57,metadc59805,19930087829,NACA-RM-A53G31,1953.624148757871,0.9902630132250582,aircraft wings aerodynamics,NACA-RM-A53G31
Correlation of creep-buckling tests with theory,"Patel, Sharad A.",1956,39,metadc62222,19930089142,NACA-RM-56C20,1956.5636532452797,0.04171328201826807,2024-T4 aluminum alloy creep-buckling tests,NACA-RM-56C20
A Correlation by Means of the Transonic Similarity Rules of the Experimentally Determined Characteristics of 22 Rectangular Wings of Symmetrical Profile,"McDevitt, John B.",1952,60,metadc59082,19930086930,NACA-RM-A51L17b,1952.7027828897728,0.4037655332903517,aircraft wings transonic similarity rules,NACA-RM-A51L17b
Correlation of predicted and experimental lateral oscillation characteristics for several airplanes,"Heinle, Donovan R.",1952,33,metadc59423,19930087343,NACA-RM-A52J06,1952.3226692879991,0.5876509250552212,lateral oscillations aircraft control aerodynamics,NACA-RM-A52J06
An experimental evaluation of several design variations of hollow turbine blades for expendable engine application,"Morgan, W. C.",1955,33,metadc62741,19930089384,NACA-RM-E54K23,1955.2001203949562,0.9651112837470937,aircraft blades aircraft turbines J47,NACA-RM-E54K23
Dynamic and flight tests on rubber-cord and oleo-rubber-disk landing gears for an F6C-4 airplane,"Peck, William C.",1930,79,metadc66022,19930091438,NACA-TR-366,1930.7092638964173,0.8879125157435006,leading gears aircraft landings,NACA-TR-366
Drag data for 16-inch-diameter ram-jet engine with double-cone inlet in free flight at Mach numbers from 0.7 to 1.8,"Jones, Merle L.",1954,53,metadc60738,19930088367,NACA-RM-E54H02,1954.1585740625505,0.4888849590564387,aircraft inlets aircraft power,NACA-RM-E54H02
Determination of average heat-transfer coefficients for a cascade of symmetrical impulse turbine blades 1: heat transfer from blades to cold air,"Meyer, Gene L.",1948,41,metadc64576,19930090351,NACA-RM-E8H12,1948.1505335572117,0.37256890188116065,heat transfer coefficients turbine blades,NACA-RM-E8H12
"Design procedure and limited test results for a high solidity, 12-inch transonic impeller with axial discharge","Wright, Linwood C.",1953,37,metadc59571,19930087530,NACA-RM-E53B09,1953.6213003369216,0.659678981404396,aircraft impellers flow characteristics,NACA-RM-E53B09
"A design and performance study of the nuclear direct-air-cycle supersonic airplane, including the effects of operating temperatures and fuel plate material and thickness","Manson, S. V.",1953,71,metadc59760,19930087778,NACA-RM-E53C18,1953.3804748247587,0.5469170274209061,aircraft power aircraft engines nuclear engines,NACA-RM-E53C18
Design and test of mixed-flow impellers 6: performance and parabolic-bladed impeller with shroud redesigned by rapid approximate method,"Smith, Kenneth J.",1955,22,metadc61671,19930088902,NACA-RM-E55F23,1955.5998837762463,0.19217593131725863,aircraft impellers aircraft design,NACA-RM-E55F23
The use of perforated inlets for efficient supersonic diffusion,"Evvard, John C.",1956,35,metadc55976,19930084459,NACA-TN-3767,1956.8316254835554,0.41444133289412577,aircraft diffusers pressure recovery,NACA-TN-3767
Design and test of mixed-flow impellers 5: design procedure and performance results for two vaned diffusers tested with impeller model MFI-1B,"Hamrick, Joseph T.",1955,32,metadc64521,19930090327,NACA-RM-E55E13,1955.9656283964216,0.6317628144533054,aircraft diffusers vaned diffusers,NACA-RM-E55E13
Design and test of mixed-flow impellers 1: aerodynamic design procedure,"Osborn, Walter M.",1952,42,metadc59165,19930087022,NACA-RM-E52E05,1952.22945117889,0.7909370010250469,aircraft impellers aircraft design,NACA-RM-E52E05
Design and test of mixed-flow impellers 7: experimental results for parabolic-bladed impeller with alternate blades cut back to form splitter vanes,"Osborn, Walter M.",1956,13,metadc61944,19930089014,NACA-RM-E55L15,1956.655491345615,0.15369979084435847,aircraft impellers splitter vanes,NACA-RM-E55L15
Aerodynamic and inlet-flow-field characteristics at a free-stream Mach number of 3.0 for airplanes with circular fuselage cross sections and for two engine locations,"Dryer, Murray",1958,32,metadc64014,19930090014,NACA-RM-E57K26,1958.4020100748662,0.01089668369033947,aerodynamics flow characteristics,NACA-RM-E57K26
A study of service-imposed maneuvers of four jet fighter airplanes in relation to their handling qualities and calculated dynamic characteristics,"Mayer, John P.",1955,49,metadc61399,19930088752,NACA-RM-L55E19,1955.7069438376643,0.41300676543994896,aircraft control airplane response characteristics,NACA-RM-L55E19
Effect of particle size and stabilizing additives on the combustion properties of magnesium slurry,"Lord, Albert M.",1953,28,metadc64718,19930090435,NACA-RM-E52K12,1953.8986471906926,0.17241360285345875,slurry fuels aircraft fuel,NACA-RM-E52K12
Effect of pressure and duct geometry on bluff-body flame stabilization,"Potter, Andrew E., Jr.",1958,31,metadc57537,19930085311,NACA-TN-4381,1958.7704703179832,0.7646708590889949,cylindrical flameholders propane-air flames aircraft power,NACA-TN-4381
Effect of pressure level on afterburner-wall temperatures,"Shillito, Thomas B.",1958,24,metadc64221,19930090129,NACA-RM-E58D01,1958.1950251805968,0.675798257022632,aircraft afterburners turbojet engines,NACA-RM-E58D01
An apparatus for measuring rates of discharge of a fuel-injection system,"Dutee, Francis J.",1941,8,metadc66375,19930091792,NACA-TR-714,1941.7143288805803,0.53616405172664,fighter-airplanes injection systems,NACA-TR-714
Aerodynamic characteristics of several tip controls on a 60 degree wing at a Mach number of 1.61,"Lord, Douglas R.",1954,44,metadc60096,19930088085,NACA-RM-L54E25,1954.453603011174,0.04886309947461864,aircraft control tip controls pressure distributions,NACA-RM-L54E25
Aerodynamic characteristics of two flat-bottomed bodies at Mach number of 3.12,"Jack, John R.",1954,9,metadc60162,19930088112,NACA-RM-E53L11b,1954.597309084415,0.9677735778798547,investigations wind tunnels,NACA-RM-E53L11b
Analytical studies of the response to longitudinal control of three airplane configurations in landing approaches,"Bihrle, William, Jr.",1953,46,metadc59547,19930087500,NACA-RM-L53B10,1953.6904431295075,0.44003587559317603,airplane landings swept wings,NACA-RM-L53B10
An analytical study of sideslip angles and vertical-tail loads in rolling pullouts as affected by some characteristics of modern high-speed airplane configurations,"Stone, Ralph W., Jr.",1953,41,metadc59696,19930087696,NACA-RM-L53G21,1953.6714490787497,0.10859150892019465,high-speed airplanes oscillation,NACA-RM-L53G21
An analytical study of the comparative performance of six air-induction systems for turbojet-powered airplanes designed to operate at Mach numbers up to 2.0,"Watson, Earl C.",1953,46,metadc59804,19930087828,NACA-RM-A53H03,1953.4683329623647,0.29302431207392554,aircraft inlets air-induction systems,NACA-RM-A53H03
Analytical relation for wake momentum thickness and diffusion ratio for low-speed compressor,"Lieblein, Seymour",1958,31,metadc57110,19930085111,NACA-TN-4318,1958.1118168976955,0.7792685015752004,aerodynamic cascade blades,NACA-TN-4318
Angle-of-attack-supersonic performance of a configuration consisting of a ramp-type scoop inlet located either on top or bottom of a body of revolution,"Kremzier, Emil J.",1954,18,metadc60314,19930088174,NACA-RM-E54C09,1954.7034166341978,0.20500004676699357,fuselage scoop inlets,NACA-RM-E54C09
Analytical investigation of the effect of water injection on supersonic turbojet-engine - inlet matching and thrust augmentation,"Beke, Andrew",1957,25,metadc56617,19930084872,NACA-TN-3922,1957.6425597083967,0.813919456590505,turbojet engines water injections,NACA-TN-3922
Analytical study of static and low-speed performance of thin propellers using two-speed gear ratios to obtain optimum rotational speeds,"Gilman, Jean, Jr.",1952,52,metadc59403,19930087315,NACA-RM-L52I09,1952.335412604131,0.05254044059782059,airplane speeds propellers,NACA-RM-L52I09
An analytical study of turbulent and molecular mixing in rocket combustion,"Bittker, David A.",1958,22,metadc57133,19930085121,NACA-TN-4321,1958.1128513211327,0.09134663918434649,combustion gases,NACA-TN-4321
Analytical investigation of factors affecting the performance of single-stage turbines having rotor-tip discharge of cooling air,"Smith, Gordon T.",1956,29,metadc62439,19930089230,NACA-RM-E56B20,1956.4112536007838,0.40518525796423055,blades turbine performances,NACA-RM-E56B20
Analytical investigation of off-design performance of a transonic turbine,"Whitney, Warren J.",1954,22,metadc64479,19930090307,NACA-RM-E54D05,1954.7023347074125,0.5475487392359557,shock losses aircraft turbines,NACA-RM-E54D05
Effect of angle of attack and thickness on aerodynamic coefficients of a rigid wing oscillating at very low frequencies in two-dimensional supersonic flow,"Malvestuto, Frank S., Jr.",1958,65,metadc56851,19930084994,NACA-TN-4069,1958.8145166302172,0.5069096088509116,aerodynamics aircraft wings,NACA-TN-4069
Aerodynamic characteristics of circular-arc airfoils at high speeds,"Briggs, L. J.",1932,12,metadc66021,19930091437,NACA-TR-365,1932.0911179842637,0.7287949444992684,airfoils high speeds,NACA-TR-365
Aerodynamic characteristics of a two-blade NACA 10-(3)(12)-03 propeller,"Allis, A. E.",1948,27,metadc64968,19930090578,NACA-RM-L8D01,1948.1850439978482,0.9224954129765329,blade design investigations,NACA-RM-L8D01
Aerodynamic control of supersonic inlets for optimum performance,"Wilcox, Fred A.",1956,13,metadc61921,19930089004,NACA-RM-E55L14,1956.7350492798219,0.3714791516119462,investigations ram-jet engines,NACA-RM-E55L14
The aerodynamic effects of wing cut-outs,"Sherman, Albert",1934,8,metadc66137,19930091554,NACA-TR-480,1934.6250828594873,0.020860307835735004,analysis cut-out wings,NACA-TR-480
Air flow in the boundary layer near a plate,"Dryden, Hugh L.",1936,26,metadc66220,19930091637,NACA-TR-562,1936.0620893345058,0.611605382559793,boundary layers experiments,NACA-TR-562
Airfoil section characteristics as affected by variations of the Reynolds number,"Jacobs, Eastman N.",1939,41,metadc66245,19930091662,NACA-TR-586,1939.7088692817067,0.5314069437612696,airfoils Reynolds Numbers,NACA-TR-586
Airplane stress analysis,"Zahm, A. F.",1918,70,metadc65730,19930091143,NACA-TR-82,1918.9786735354444,0.3905041711128837,airplane stress analyses,NACA-TR-82
Aircraft rate-of-climb indicators,"Johnson, Daniel P.",1939,10,metadc66324,19930091741,NACA-TR-666,1939.5270944886702,0.5164319530526721,aircrafts instruments,NACA-TR-666
Air flow in a separating laminar boundary layer,"Schubauer, G. B.",1934,12,metadc66183,19930091600,NACA-TR-527,1934.0651713209916,0.17297052260535506,boundary layers wind tunnels,NACA-TR-527
Air forces and air-force moments at large angles of attack and how they are affected by the shape of the wing,"Fuchs, Richard",1930,20,metadc65288,19930090822,NACA-TM-573,1930.5263323380018,0.0054426750830933734,monoplanes wings,NACA-TM-573
The air forces on a systematic series of biplane and triplane cellule models,"Munk, Max M.",1927,37,metadc65908,19930091323,NACA-TR-256,1927.3150488194792,0.5392926043032267,airfoils cellules,NACA-TR-256
Air propellers in yaw,"Lesley, E. P.",1937,15,metadc66255,19930091672,NACA-TR-597,1937.3615500117523,0.3408686383742815,propellers testing,NACA-TR-597
Aircraft compass characteristics,"Peterson, John B.",1935,11,metadc66209,19930091626,NACA-TR-551,1935.218720938613,0.4611232680659034,compasses flight tests,NACA-TR-551
The air forces on a model of the sperry messenger airplane without propeller,"Munk, Max M.",1926,12,metadc65877,19930091292,NACA-TR-225,1926.5498056893696,0.9412878961297113,Sperry Messenger airplane wind tunnels,NACA-TR-225
Buffeting forces on two-dimensional airfoils as affected by thickness and thickness distribution,"Coe, Charles F.",1954,26,metadc59918,19930087969,NACA-RM-A53K24,1954.8811186803575,0.0834231782548629,airfoils buffeting forces,NACA-RM-A53K24
Cascade investigation of cooling characteristics of a cast-finned air-cooled turbine blade for use in a turboprop engine,"Stepka, Francis S.",1957,32,metadc63625,19930089787,NACA-RM-E57D19,1957.7548280702317,0.8226941621738318,aircraft cooling turboprop engines turbine blades,NACA-RM-E57D19
A comparison of carrier approach speeds as determined from flight tests and from pilot-operated simulator studies,"White, Maurice D.",1957,42,metadc63829,19930089921,NACA-RM-A57D30,1957.2863408256228,0.36291739378805155,analog simulators aircraft landings,NACA-RM-A57D30
A comparison between the theoretical and measured longitudinal stability characteristics of an airplane,"Soulé, Hartley A.",1932,53,metadc66099,19930091516,NACA-TR-442,1932.0592315882604,0.014091915440567537,aircraft stability aircraft control,NACA-TR-442
Comparison of effects of ailerons and combinations of spoiler-slot-deflector arrangements on spin recovery of sweptback-wing model having mass distributed along the fuselage,"Healy, Frederick M.",1954,18,metadc60949,19930088486,NACA-RM-L54I14,1954.0895860854912,0.28707859784680456,aircraft control spin recovery characteristics,NACA-RM-L54I14
Analysis of part-speed operation for high-pressure-ratio multistage axial-flow compressors,"Benser, William A.",1953,41,metadc59974,19930088040,NACA-RM-E53I15,1953.0341649200625,0.5963652384890882,analyses compressors,NACA-RM-E53I15
Analysis of pressure data obtained at transonic speeds on a thin low-aspect-ratio cambered delta wing-body combination,"Mugler, John P., Jr.",1958,36,metadc64337,19930090189,NACA-RM-L58F24,1958.2167176914536,0.1524982112537211,delta wings transonic speeds,NACA-RM-L58F24
Static lateral stability characteristics of an airplane model having a 47.7 degree sweptback wing of aspect ratio 6 and the contribution of various model components at a Reynolds number of 4.45 x 10(exp 6),"Griner, Roland F.",1953,83,metadc59623,19930087606,NACA-RM-L53G09,1953.7026384570497,0.454663286051305,aircraft stability yaw characteristics,NACA-RM-L53G09
Analysis of parameters for thrust control of a turbojet engine equipped with air-inlet throttle and variable-area exhaust nozzle,"Boksenbom, Aaron S.",1948,62,metadc57607,19930085354,NACA-RM-E8B27,1948.1215660588211,0.7008140615678353,fighter-airplanes turbojet engines,NACA-RM-E8B27
Analysis of several methods of pumping cooling air for turbojet engine afterburners,"Samuels, John C.",1953,54,metadc59478,19930087416,NACA-RM-E52K26,1953.0376380980383,0.050137590983065916,afterburners turbojet engines,NACA-RM-E52K26
Analysis of stresses and deflections in a disk subjected to gyroscopic forces,"Hirschberg, M. H.",1958,37,metadc57165,19930085134,NACA-TN-4218,1958.023612905521,0.3208547711211843,methods temperature gradients,NACA-TN-4218
Analytical investigation of acceleration restriction in a fighter airplane with an automatic control system,"Matthews, James T., Jr.",1958,24,metadc57047,19930085082,NACA-TN-4179,1958.8232162874694,0.593781963569464,accelerations fighter-airplanes,NACA-TN-4179
The aerodynamic characteristics of a slotted Clark y wing as affected by the auxiliary airfoil position,"Wenzinger, Carl J.",1932,16,metadc66057,19930091473,NACA-TR-400,1932.018039437388,0.7614682814809062,Clark Y wing testing,NACA-TR-400
Flight tests of a model of a high-wing transport vertical-take-off airplane with tilting wing and propellers and with jet controls at the rear of the fuselage for pitch and yaw control,"Lovell, Powell M., Jr.",1957,28,metadc56539,19930084823,NACA-TN-3912,1957.0657949741303,0.524968359935248,VTOL aircraft aircraft control,NACA-TN-3912
Aerodynamic characteristics of airfoils at high speeds,"Briggs, L. J.",1925,17,metadc65858,19930091273,NACA-TR-207,1925.243408171697,0.35792982138091844,aerodynamics airfoils,NACA-TR-207
The aerodynamic characteristics of eight very thick airfoils from tests in the variable density wind tunnel,"Jacobs, Eastman N.",1932,12,metadc66049,19930091465,NACA-TR-391,1932.421349130339,0.5905627676259686,testing wind tunnels,NACA-TR-391
The aerodynamic characteristics of four full-scale propellers having different plan forms,"Hartman, Edwin P.",1938,9,metadc66301,19930091718,NACA-TR-643,1938.2017882930577,0.5489506149412458,propellers testing,NACA-TR-643
"Aerodynamic characteristics of two-plane, unswept tapered wings of aspect ratio 3 and 3-percent thickness from tests on a transonic bump","Emerson, Horace F.",1952,23,metadc59178,19930087035,NACA-RM-A52C07,1952.7730949447814,0.4422219279010008,wind tunnels wings,NACA-RM-A52C07
Transition-flight tests of a model of a low-wing transport vertical-take-off airplane with tilting wing and propellers,"Lovell, Powell M., Jr.",1956,30,metadc56088,19930084570,NACA-TN-3745,1956.4910379908608,0.8455270644005172,VTOL aircraft aircraft control,NACA-TN-3745
The aerodynamic characteristics of seven frequently used wing sections at full Reynolds number,"Munk, Max M.",1927,16,metadc65886,19930091301,NACA-TR-233,1927.7585567429558,0.6939581934744071,Reynolds Numbers wings,NACA-TR-233
Aerodynamic characteristics of several flap-type trailing-edge controls on a trapezoidal wing at Mach numbers of 1.61 and 2.01,"Lord, Douglas R.",1954,68,metadc60498,19930088246,NACA-RM-L54D19,1954.653094563133,0.4883490828775017,aircraft control aircraft flaps,NACA-RM-L54D19
The aerodynamic characteristics of six full-scale propellers having different airfoil sections,"Biermann, David",1939,34,metadc66308,19930091725,NACA-TR-650,1939.2824167960925,0.1526363822575777,propellers testing,NACA-TR-650
Aerodynamic characteristics of various configurations of a model of a 45 degree swept-wing airplane at a Mach number of 2.01,"Spearman, M. Leroy",1955,38,metadc64971,19930090584,NACA-RM-L54J08,1955.354193466595,0.047220029173793754,aerodynamics aircraft wings aircraft design,NACA-RM-L54J08
Bending tests of a monocoque box,"McPherson, Albert E.",1942,37,metadc57321,19930085203,NACA-TN-873,1942.9580155764934,0.3910751447300992,bending loads box beams,NACA-TN-873
Behavior of forged S-816 turbine blades in steady-state operation of J33-9 turbojet engine with stress-rupture and metallographic evaluations,"Garrett, Floyd B.",1953,29,metadc59486,19930087425,NACA-RM-E52L17,1953.4093389179006,0.05249701526767836,S-816 turbine blades turbojet engines,NACA-RM-E52L17
Comparison of NACA 65-series compressor-blade pressure distributions and performance in a rotor and in cascade,"Westphal, Willard R.",1957,53,metadc56101,19930084578,NACA-TN-3806,1957.338267545047,0.5798921135645971,aircraft compressors compressor blades cascade testing,NACA-TN-3806
Comparison of hecter fuel with export aviation gasoline,"Dickinson, H. C.",1920,185,metadc65741,19930091154,NACA-TR-90,1920.0950963054888,0.5769410477174225,aircraft fuel hecter fuel,NACA-TR-90
Comparison of measured and predicted indicated angles of attack near the fuselages of a triangular-wing wind-tunnel model and a swept-wing fighter airplane in flight,"McFadden, Norman M.",1953,13,metadc59546,19930087499,NACA-RM-A53A15,1953.912234116762,0.8213125703587245,flow angles aerodynamics flight calibration,NACA-RM-A53A15
Analysis of elastic thermal stresses in thin plate with spanwise and chordwise variations of temperature and thickness,"Mendelson, Alexander",1956,41,metadc56008,19930084492,NACA-TN-3778,1956.4388125339356,0.2525276708782749,analyses thermal stresses,NACA-TN-3778
Analysis of experimental low-speed loss and stall characteristics of two-dimensional compressor blade cascades,"Lieblein, Seymour",1957,64,metadc62962,19930089507,NACA-RM-E57A28,1957.9305180106296,0.4249945029616631,analyses blade designs,NACA-RM-E57A28
Analysis of flight-determined and predicted effects of flexibility on the steady-state wing loads of the B-52 airplane,"Kuhl, Albert E.",1958,57,metadc63405,19930089698,NACA-RM-H57C25,1958.546434396762,0.6650139587540942,B-52 aiplanes wings,NACA-RM-H57C25
Analysis of fluorine addition to the vanguard first stage,"Tomazic, William A.",1957,28,metadc63352,19930089676,NACA-RM-E56K28,1957.2719418632794,0.1388254316801284,fluorine rockets,NACA-RM-E56K28
The analysis of free flight propeller tests and its application to design,"Munk, Max M.",1924,12,metadc65833,19930091248,NACA-TR-183,1924.0168945746786,0.7699733380872109,flight tests propellers,NACA-TR-183
"A transonic wind-tunnel investigation of the effects of body indentation, as specified by the transonic drag-rise rule, on the aerodynamic characteristics and flow phenomena of an unswept-wing-body combination","Williams, Claude V.",1953,38,metadc59533,19930087484,NACA-RM-L52L23,1953.9247386040772,0.03569300601022107,aerodynamics wing-body combinations,NACA-RM-L52L23
Characteristics of flap-type spoiler ailerons at various locations on a 60 degree delta wing with a double slotted flap,"Croom, Delwin R.",1952,31,metadc59605,19930087579,NACA-RM-L52J24,1952.0713016131297,0.2558438229149562,aircraft spoilers ailerons,NACA-RM-L52J24
Characteristics of a canard-type missile configuration with an underslung scoop inlet at Mach numbers from 1.5 to 2.0,"Fradenburgh, Evan A.",1953,43,metadc59575,19930087538,NACA-RM-E52J22,1953.531271597453,0.9353395532191627,missiles canard missiles aerodynamics,NACA-RM-E52J22
Characteristics of flow about axially symmetric isentropic spikes for nose inlets at Mach number 3.85,"Connors, James F.",1954,53,metadc60409,19930088210,NACA-RM-E54F08,1954.9435419754532,0.04613143823970922,nose inlets axially symmetric isentropic spikes aerodynamics,NACA-RM-E54F08
Characteristics of six propellers including the high-speed range,"Theodorsen, Theodore",1936,401,metadc66252,19930091669,NACA-TR-594,1936.3051846346445,0.18984702303004897,propeller-cowling-nacelle units aircraft propellers,NACA-TR-594
The combinations of thermal and load stresses for the onset of permanent buckling in plates,"Zender, George W.",1957,10,metadc56627,19930084879,NACA-TN-4053,1957.127192409253,0.5129427320849869,thermal stresses compressive stresses stainless steel plates,NACA-TN-4053
Combustor performance with various hydrogen-oxygen injection methods in a 200-pound-thrust rocket engine,"Heidmann, M. F.",1958,45,metadc64263,19930090156,NACA-RM-E58E21,1958.7031736227086,0.5619920953614987,aircraft combustors hydrogen-oxygen injections aircraft power,NACA-RM-E58E21
Combined compressor coolant injection and afterburning for turbojet thrust augmentation,"Useller, James W.",1954,34,metadc60774,19930088385,NACA-RM-E54G08,1954.0580199869116,0.3333848555889902,aircraft afterburners compressor coolant injection aircraft performance,NACA-RM-E54G08
Combustion performance of two experimental turbojet annular combustors at conditions simulating high-altitude supersonic flight,"Zettle, Eugene V.",1954,26,metadc60178,19930088121,NACA-RM-E54A15,1954.4879570363337,0.4424553341356725,aircraft combustors aircraft power turbojet engines,NACA-RM-E54A15
Combustion efficiency performance of a MIL-F-5624 type fuel and monomethylnapthalene in a single vaporizing combustor,"Jones, Anthony W.",1952,26,metadc59917,19930087968,NACA-RM-E51K30,1952.4775031241547,0.37231905667795673,aircraft fuels aircraft combustors,NACA-RM-E51K30
Component and over-all performance evaluation of an axial-flow turbojet engine over a range of engine-inlet Reynolds numbers,"Walker, Curtis L.",1952,42,metadc59177,19930087034,NACA-RM-E52B08,1952.2423279270718,0.6069310132283339,turbojet engines Reynolds number effects,NACA-RM-E52B08
Component performance of J71-A-2(600-D1) turbojet engine at several Reynolds number indices,"Seashore, Ferris L.",1956,38,metadc62423,19930089225,NACA-RM-E56B14,1956.594091971879,0.37074871692351496,turbojet engines aircraft power,NACA-RM-E56B14
Compressive stress-strain properties of 2024-T3 aluminum-alloy sheet at elevated temperatures,"Mathauser, Eldon E.",1956,67,metadc56173,19930084619,NACA-TN-3853,1956.9251097451595,0.2667448988243081,2024-T3 aluminum alloy compressive testing,NACA-TN-3853
Compressive stress-strain properties of 7075-T6 aluminum-alloy sheet at elevated temperatures,"Mathauser, Eldon E.",1956,55,metadc56190,19930084625,NACA-TN-3854,1956.196123918063,0.27926415919843717,7075-T6 aluminum alloy metallic properties,NACA-TN-3854
Airfoil section characteristics as applied to the prediction of air forces and their distribution on wings,"Jacobs, Eastman N.",1938,31,metadc66289,19930091706,NACA-TR-631,1938.4366599430298,0.15899605834901076,airplane designs wings,NACA-TR-631
Airfoil section data obtained in the NACA variable-density tunnel as affected by support interference and other corrections,"Jacobs, Eastman N.",1939,32,metadc66327,19930091744,NACA-TR-669,1939.0709306502797,0.186489698756234,airfoils investigations,NACA-TR-669
Aircraft speed instruments,"Beij, K. Hilding",1933,55,metadc66077,19930091494,NACA-TR-420,1933.5838149634142,0.2966723997382643,aircrafts speeds,NACA-TR-420
Airfoil section characteristics as affected by protuberances,"Jacobs, Eastman N.",1932,16,metadc66103,19930091520,NACA-TR-446,1932.9075198473563,0.26240684280939863,protuberances Reynolds Numbers,NACA-TR-446
An airship slide rule,"Weaver, E. R.",1924,12,metadc65812,19930091226,NACA-TR-160,1924.7367258628992,0.6364828062322794,airships slide rules,NACA-TR-160
Skin-friction measurements in incompressible flow,"Smith, Donald W.",1958,67,metadc57266,19930085179,NACA-TN-4231,1958.5846685019053,0.002844838242150205,incompressible flow skin friction measurements,NACA-TN-4231
An analysis of base pressure at supersonic velocities and comparison with experiment,"Chapman, Dean R.",1951,23,metadc65505,19930090963,NACA-TR-1051,1951.0121075486857,0.6071266125376311,analyses supersonic velocities,NACA-TR-1051
An analysis of axial- and centrifugal-flow turbojet-engine performance with variable-area exhaust nozzle,"Barson, Zelmar",1952,32,metadc59264,19930087144,NACA-RM-E52D16,1952.013016510545,0.818693544231805,analyses turbojet engines,NACA-RM-E52D16
Analysis of a liquid-metal turbine-propeller cycle for propulsion of low-speed nuclear-powered aircraft,"Wachtl, William W.",1952,30,metadc59382,19930087288,NACA-RM-E52D02,1952.3562369739502,0.8780910817033065,propellers subsonic flights,NACA-RM-E52D02
Analysis of effects of airplane characteristics and autopilot parameters on a roll-command system with aileron rate and deflection limiting,"Schy, Albert A.",1955,68,metadc61392,19930088750,NACA-RM-L55E18,1955.178038535178,0.9097349130651348,autopilots fighter-airplanes,NACA-RM-L55E18
Boundary-layer stability diagrams for electrically conducting fluids in the presence of a magnetic field,"Rossow, Vernon J.",1958,32,metadc57041,19930085079,NACA-TN-4282,1958.6631255549194,0.9009600108704081,magnetic field stabilization laminar flow,NACA-TN-4282
Bodies of Revolution for Minimum Drag at High Supersonic Airspeeds,"Eggers, A. J., Jr.",1952,47,metadc59933,19930087989,NACA-RM-A51K27,1952.3893499459734,0.8694875198685319,aerodynamics aircraft design,NACA-RM-A51K27
"Blow-out velocities of various petroleum, slurry, and hydride fuels in a 1 7/8-inch diameter combustor","Cook, Preston N., Jr.",1954,20,metadc62588,19930089299,NACA-RM-E54A28,1954.9786716083172,0.7546121384645471,aircraft fuel aircraft combustors,NACA-RM-E54A28
Bodies of revolution having minimum drag at high supersonic airspeeds,"Eggers, A. J., Jr.",1956,39,metadc56700,19930084917,NACA-TN-3666,1956.9584836484773,0.41790627950623827,aerodynamics aircraft design,NACA-TN-3666
Effect of variation of chord and span of ailerons on rolling and yawing moments at several angles of pitch,"Heald, R. H.",1929,171,metadc65996,19930091412,NACA-TR-343,1929.9139694842502,0.6139696898369744,ailerons aircraft stability aircraft control,NACA-TR-343
"Effect of wing camber and twist at Mach numbers from 1.4 to 2.1 on the lift, drag, and longitudinal stability of a rocket-powered model having a 52.5 degree sweptback wing of aspect ratio 3 and inline tail surfaces","Gillespie, Warren, Jr.",1956,29,metadc62216,19930089139,NACA-RM-L56C16,1956.6430598170575,0.24356771387879173,aircraft wings aircraft stability,NACA-RM-L56C16
Effect of trailing edge thickness on lift at supersonic velocities,"Chapman, Dean R.",1952,24,metadc59265,19930087145,NACA-RM-A52D17,1952.697447762004,0.2535324090779085,lift characteristics aircraft wings aerodynamics,NACA-RM-A52D17
Effect of unequal air-flow distribution from twin inlet ducts on performance of an axial-flow turbojet engine,"Walker, Curtis L.",1954,48,metadc60078,19930088075,NACA-RM-E54E13,1954.56231858771,0.28238550069734425,aircraft engines inlet ducts,NACA-RM-E54E13
Effect of prior air force over temperature operation on life of J47 buckets evaluated in a sea-level cyclic engine test,"Signorelli, Robert A.",1958,41,metadc57495,19930085288,NACA-TN-4263,1958.9967281070594,0.8814566388838823,S-816 alloy turbojet engines turbine buckets,NACA-TN-4263
The Effect of Wing Profile on the Transonic Characteristics of Rectangular and Triangular Wings Having Aspect Ratios of 3: Transonic Bump Technique,"Nelson, Warren H.",1954,33,metadc60973,19930088498,NACA-RM-A54H12a,1954.534911867436,0.5464093768234641,aircraft wings aerodynamics,NACA-RM-A54H12a
